year,team_id,game_id,league_id,level_id,split_id,pa,ab,h,k,tb,s,d,t,hr,sb,cs,rbi,r,bb,ibb,hp,sh,sf,ci,gdp,g,gs,ebh,pitches_seen,avg,obp,slg,rc,rc27,iso,woba,ops,sbp,kp,bbp,wpa,babip
0,0,0,0,0,0,72923,66276,17193,9851,25281,12613,2624,404,1552,1058,661,0,8314,6647,0,0,0,0,0,0,1944,0,4580,0,0.2594,0.3269,0.3815,8759.9093,4.7547,0.1220,0.3271,0.7084,61.5474,13.5088,9.1151,0.0000,0.2850
0,0,0,0,0,0,72540,66087,16817,10507,24839,12281,2600,386,1550,976,552,0,8062,6453,0,0,0,0,0,0,1942,0,4536,0,0.2545,0.3208,0.3759,8463.4415,4.5866,0.1214,0.3218,0.6966,63.8743,14.4844,8.8958,0.0000,0.2826
0,0,0,0,0,0,72179,66044,17062,9524,24533,12729,2564,400,1369,1234,758,0,7976,6135,0,0,0,0,0,0,1946,0,4333,0,0.2583,0.3214,0.3715,8322.1864,4.5175,0.1131,0.3233,0.6928,61.9478,13.1950,8.4997,0.0000,0.2845
0,0,0,0,0,0,73040,66212,16907,9971,24283,12538,2642,447,1280,1254,625,0,8070,6828,0,0,0,0,0,0,1944,0,4369,0,0.2553,0.3250,0.3667,8451.2106,4.5701,0.1114,0.3237,0.6917,66.7376,13.6514,9.3483,0.0000,0.2843
0,0,0,0,0,0,72043,65371,16861,9487,24776,12305,2662,429,1465,1348,811,0,8281,6672,0,0,0,0,0,0,1926,0,4556,0,0.2579,0.3267,0.3790,8582.4271,4.6983,0.1211,0.3286,0.7057,62.4363,13.1685,9.2611,0.0000,0.2829
0,0,0,0,0,0,72832,66102,17002,9793,24398,12530,2781,458,1233,1176,558,0,8014,6730,0,0,0,0,0,0,1942,0,4472,0,0.2572,0.3258,0.3691,8514.3959,4.6294,0.1119,0.3244,0.6949,67.8201,13.4460,9.2404,0.0000,0.2863
0,0,0,0,0,0,71839,65711,16820,9143,23708,12643,2588,467,1122,1690,867,0,7753,6128,0,0,0,0,0,0,1934,0,4177,0,0.2560,0.3194,0.3608,8046.9153,4.3665,0.1048,0.3190,0.6802,66.0931,12.7271,8.5302,0.0000,0.2831
0,0,0,0,0,0,72077,65814,16778,9602,23767,12514,2652,499,1113,1364,677,0,7739,6263,0,0,0,0,0,0,1944,0,4264,0,0.2549,0.3197,0.3611,8099.7352,4.3991,0.1062,0.3193,0.6808,66.8300,13.3219,8.6893,0.0000,0.2843
0,0,0,0,0,0,84544,77274,20572,11234,31307,14507,3408,644,2013,1462,936,0,10247,7270,0,0,0,0,0,0,2262,0,6065,0,0.2662,0.3293,0.4051,10806.9039,5.0624,0.1389,0.3312,0.7345,60.9675,13.2878,8.5991,0.0000,0.2899
0,0,0,0,0,0,73187,66700,17465,10488,26443,12275,3033,526,1631,1555,843,0,8556,6487,0,0,0,0,0,0,1944,0,5190,0,0.2618,0.3273,0.3964,9137.3239,4.9265,0.1346,0.3272,0.7237,64.8457,14.3304,8.8636,0.0000,0.2901
0,0,0,0,0,0,83698,76411,19952,10153,29393,14409,3325,538,1680,1471,892,0,9509,7287,0,0,0,0,0,0,2262,0,5543,0,0.2611,0.3254,0.3847,10089.7067,4.7501,0.1236,0.3266,0.7101,62.2514,12.1305,8.7063,0.0000,0.2829
0,0,0,0,0,0,71435,65156,16556,9905,24209,11937,2861,482,1276,1533,725,0,7742,6279,0,0,0,0,0,0,1942,0,4619,0,0.2541,0.3197,0.3716,8245.0011,4.5132,0.1175,0.3187,0.6912,67.8919,13.8658,8.7898,0.0000,0.2831
0,0,0,0,0,0,84117,76704,20682,10115,31325,14599,3529,548,2006,1497,831,0,10527,7413,0,0,0,0,0,0,2256,0,6083,0,0.2696,0.3340,0.4084,11030.0686,5.2383,0.1388,0.3362,0.7424,64.3041,12.0249,8.8127,0.0000,0.2892
0,0,0,0,0,0,72276,66088,17229,9920,25432,12398,2886,518,1427,1486,767,0,8186,6188,0,0,0,0,0,0,1942,0,4831,0,0.2607,0.3240,0.3848,8716.2826,4.7423,0.1241,0.3224,0.7088,65.9565,13.7252,8.5616,0.0000,0.2887
0,0,0,0,0,0,85109,77888,20958,10363,31085,15072,3489,553,1844,1455,775,0,10201,7221,0,0,0,0,0,0,2264,0,5886,0,0.2691,0.3311,0.3991,10857.1023,5.0800,0.1300,0.3328,0.7302,65.2466,12.1762,8.4844,0.0000,0.2910
0,0,0,0,0,0,72241,66272,17186,9849,24817,12564,2856,523,1243,1839,835,0,7852,5969,0,0,0,0,0,0,1946,0,4622,0,0.2593,0.3205,0.3745,8442.5591,4.5662,0.1151,0.3181,0.6950,68.7734,13.6335,8.2626,0.0000,0.2889
0,0,0,0,0,0,55574,50813,13016,6905,18931,9530,2119,305,1062,913,557,0,6112,4761,0,0,0,0,0,0,1500,0,3486,0,0.2562,0.3199,0.3726,6396.5728,4.5030,0.1164,0.3215,0.6924,62.1088,12.4249,8.5670,0.0000,0.2790
0,0,0,0,0,0,47761,43654,11141,6332,15887,8187,1881,354,719,1108,543,0,5035,4107,0,0,0,0,0,0,1288,0,2954,0,0.2552,0.3193,0.3639,5397.5641,4.4087,0.1087,0.3175,0.6832,67.1108,13.2577,8.5991,0.0000,0.2847
0,0,0,0,0,0,85224,77886,20566,10921,31337,14474,3493,519,2080,1394,795,0,10163,7338,0,0,0,0,0,0,2270,0,6092,0,0.2641,0.3274,0.4023,10805.4800,5.0202,0.1383,0.3307,0.7298,63.6820,12.8145,8.6103,0.0000,0.2849
0,0,0,0,0,0,72227,66263,17085,10300,24695,12518,2823,445,1299,1782,822,0,7947,5964,0,0,0,0,0,0,1944,0,4567,0,0.2578,0.3191,0.3727,8361.9459,4.5155,0.1148,0.3153,0.6918,68.4332,14.2606,8.2573,0.0000,0.2888
0,0,0,0,0,0,84915,77821,20662,10967,31179,14500,3710,549,1903,1539,749,0,10177,7094,0,0,0,0,0,0,2270,0,6162,0,0.2655,0.3269,0.4007,10757.5482,5.0158,0.1351,0.3295,0.7275,67.2640,12.9153,8.3542,0.0000,0.2888
0,0,0,0,0,0,72141,65717,16781,10749,24696,12146,2753,484,1398,1786,870,0,7993,6424,0,0,0,0,0,0,1948,0,4635,0,0.2554,0.3217,0.3758,8450.5750,4.5811,0.1204,0.3181,0.6975,67.2440,14.9000,8.9048,0.0000,0.2872
0,0,0,0,0,0,85081,77910,20539,11571,30990,14582,3443,534,1980,1304,738,0,10027,7171,0,0,0,0,0,0,2268,0,5957,0,0.2636,0.3257,0.3978,10630.3366,4.9393,0.1341,0.3289,0.7235,63.8590,13.6000,8.4284,0.0000,0.2884
0,0,0,0,0,0,72068,65919,16842,10929,24348,12343,2770,451,1278,1728,773,0,7894,6149,0,0,0,0,0,0,1942,0,4499,0,0.2555,0.3190,0.3694,8276.1958,4.4826,0.1139,0.3150,0.6884,69.0924,15.1648,8.5322,0.0000,0.2898
0,0,0,0,0,0,84722,77257,20182,11777,31334,13914,3562,528,2178,1461,715,0,10317,7465,0,0,0,0,0,0,2264,0,6268,0,0.2612,0.3263,0.4056,10819.1542,5.0548,0.1443,0.3294,0.7319,67.1415,13.9008,8.8112,0.0000,0.2844
0,0,0,0,0,0,72191,65818,16596,10674,24603,11874,2861,437,1424,1636,716,0,7899,6373,0,0,0,0,0,0,1942,0,4722,0,0.2521,0.3182,0.3738,8356.9199,4.5183,0.1217,0.3137,0.6920,69.5578,14.7858,8.8280,0.0000,0.2824
0,0,0,0,0,0,85043,77376,20237,13058,31563,13959,3520,468,2290,1470,762,0,10449,7667,0,0,0,0,0,0,2268,0,6278,0,0.2615,0.3281,0.4079,10953.7022,5.1079,0.1464,0.3310,0.7360,65.8602,15.3546,9.0154,0.0000,0.2893
0,0,0,0,0,0,72290,65730,16643,11648,24977,11742,2991,387,1523,1842,858,0,8096,6560,0,0,0,0,0,0,1938,0,4901,0,0.2532,0.3210,0.3800,8543.7216,4.6187,0.1268,0.3174,0.7010,68.2222,16.1129,9.0746,0.0000,0.2877
0,0,0,0,0,0,85631,77819,20620,13442,33111,13858,3667,461,2634,1734,772,0,11112,7812,0,0,0,0,0,0,2268,0,6762,0,0.2650,0.3320,0.4255,11642.6470,5.4226,0.1605,0.3340,0.7575,69.1939,15.6976,9.1229,0.0000,0.2913
0,0,0,0,0,0,72853,66276,17275,11657,26743,11890,3126,435,1824,1851,757,0,8771,6577,0,0,0,0,0,0,1942,0,5385,0,0.2607,0.3274,0.4035,9324.9680,5.0600,0.1429,0.3241,0.7309,70.9739,16.0007,9.0278,0.0000,0.2927
0,0,0,0,0,0,84196,77005,19967,12323,30078,14083,3558,425,1901,1512,689,0,9858,7191,0,0,0,0,0,0,2262,0,5884,0,0.2593,0.3226,0.3906,10290.6741,4.8131,0.1313,0.3235,0.7132,68.6960,14.6361,8.5408,0.0000,0.2878
0,0,0,0,0,0,71356,65563,16277,11032,23772,11755,2828,415,1279,1789,729,0,7522,5793,0,0,0,0,0,0,1938,0,4522,0,0.2483,0.3093,0.3626,7838.3702,4.2315,0.1143,0.3060,0.6719,71.0485,15.4605,8.1184,0.0000,0.2816
0,0,0,0,0,0,84281,77004,20078,12296,29550,14499,3404,457,1718,1587,726,0,9732,7277,0,0,0,0,0,0,2266,0,5579,0,0.2607,0.3246,0.3837,10195.0008,4.7746,0.1230,0.3242,0.7083,68.6122,14.5893,8.6342,0.0000,0.2915
0,0,0,0,0,0,72068,65817,16215,11354,24035,11536,2903,411,1365,1529,715,0,7673,6251,0,0,0,0,0,0,1946,0,4679,0,0.2464,0.3117,0.3652,7984.5438,4.2845,0.1188,0.3108,0.6769,68.1373,15.7546,8.6738,0.0000,0.2797
0,0,0,0,0,0,84431,76800,19900,12689,29767,14085,3559,460,1796,1503,783,0,9746,7631,0,0,0,0,0,0,2266,0,5815,0,0.2591,0.3261,0.3876,10306.4339,4.8242,0.1285,0.3252,0.7137,65.7480,15.0288,9.0381,0.0000,0.2905
0,0,0,0,0,0,72189,65968,16917,11164,25257,12024,2967,405,1521,1787,727,0,8173,6221,0,0,0,0,0,0,1944,0,4893,0,0.2564,0.3205,0.3829,8631.6298,4.6819,0.1264,0.3204,0.7034,71.0819,15.4650,8.6177,0.0000,0.2889
0,0,0,0,0,0,85333,77603,20195,12944,30640,14109,3680,453,1953,1469,758,0,10172,7730,0,0,0,0,0,0,2268,0,6086,0,0.2602,0.3272,0.3948,10637.7304,4.9379,0.1346,0.3285,0.7221,65.9632,15.1688,9.0586,0.0000,0.2909
0,0,0,0,0,0,71619,65365,16363,11446,24354,11673,2819,441,1430,1651,809,0,7955,6254,0,0,0,0,0,0,1940,0,4690,0,0.2503,0.3158,0.3726,8172.3470,4.4298,0.1223,0.3143,0.6884,67.1138,15.9818,8.7323,0.0000,0.2845
0,0,0,0,0,0,84851,77147,20006,12196,29702,14248,3596,386,1776,1704,860,0,9802,7704,0,0,0,0,0,0,2268,0,5758,0,0.2593,0.3266,0.3850,10313.0378,4.8008,0.1257,0.3265,0.7116,66.4587,14.3734,9.0794,0.0000,0.2886
0,0,0,0,0,0,71726,65748,16538,11342,24209,11850,2967,459,1262,1560,741,0,7539,5978,0,0,0,0,0,0,1944,0,4688,0,0.2515,0.3139,0.3682,8067.6366,4.3608,0.1167,0.3132,0.6821,67.7966,15.8130,8.3345,0.0000,0.2874
0,0,0,0,0,0,85512,77506,20661,12952,31598,14299,3861,427,2074,1549,872,0,10674,8006,0,0,0,0,0,0,2268,0,6362,0,0.2666,0.3352,0.4077,11209.0898,5.2436,0.1411,0.3350,0.7429,63.9818,15.1464,9.3624,0.0000,0.2975
0,0,0,0,0,0,84593,77489,20427,13358,30909,14370,3588,513,1956,1714,788,0,10190,7104,0,0,0,0,0,0,2270,0,6057,0,0.2636,0.3255,0.3989,10637.1719,4.9646,0.1353,0.3264,0.7243,68.5052,15.7909,8.3979,0.0000,0.2971
0,0,0,0,0,0,61136,55198,15048,9619,23959,10010,2939,325,1774,1117,503,0,8330,5938,0,0,0,0,0,0,1594,0,5038,0,0.2726,0.3433,0.4341,8739.0872,5.8041,0.1614,0.3436,0.7773,68.9506,15.7338,9.7128,0.0000,0.3030
0,0,0,0,0,0,60261,55068,14695,10147,22829,10002,2784,377,1532,1141,529,0,7422,5193,0,0,0,0,0,0,1606,0,4693,0,0.2669,0.3300,0.4146,7958.2288,5.2533,0.1477,0.3298,0.7446,68.3234,16.8384,8.6175,0.0000,0.3034
0,0,0,0,0,0,77094,69522,18791,12116,29686,12630,3591,406,2164,1331,586,0,10225,7572,0,0,0,0,0,0,2020,0,6161,0,0.2703,0.3420,0.4270,10815.4266,5.6904,0.1567,0.3419,0.7690,69.4314,15.7159,9.8218,0.0000,0.3010
0,0,0,0,0,0,75717,69049,18184,13309,28138,12482,3367,418,1917,1602,671,0,9329,6668,0,0,0,0,0,0,2014,0,5702,0,0.2633,0.3282,0.4075,9805.8670,5.1373,0.1442,0.3277,0.7357,70.4795,17.5773,8.8065,0.0000,0.3022
0,0,0,0,0,0,87682,79090,21922,14056,35195,14554,4205,421,2742,1454,634,0,12208,8592,0,0,0,0,0,0,2266,0,7368,0,0.2772,0.3480,0.4450,13012.5659,6.0783,0.1678,0.3491,0.7930,69.6360,16.0307,9.7990,0.0000,0.3079
0,0,0,0,0,0,85212,77711,20398,15252,31708,13962,3782,434,2220,1785,709,0,10623,7501,0,0,0,0,0,0,2268,0,6436,0,0.2625,0.3274,0.4080,11036.0729,5.1355,0.1455,0.3257,0.7354,71.5718,17.8989,8.8028,0.0000,0.3018
0,0,0,0,0,0,86197,78235,21171,14617,33495,14199,4097,398,2477,1491,723,0,11164,7962,0,0,0,0,0,0,2264,0,6972,0,0.2706,0.3380,0.4281,11977.5851,5.5963,0.1575,0.3392,0.7661,67.3442,16.9577,9.2370,0.0000,0.3058
0,0,0,0,0,0,84907,77203,20300,15320,31666,13745,3907,485,2163,1817,841,0,10440,7704,0,0,0,0,0,0,2268,0,6555,0,0.2629,0.3298,0.4102,11073.4901,5.1778,0.1472,0.3288,0.7400,68.3597,18.0433,9.0735,0.0000,0.3037
0,0,0,0,0,0,86153,78416,21276,14438,33837,14121,4248,408,2499,1675,754,0,11365,7737,0,0,0,0,0,0,2268,0,7155,0,0.2713,0.3368,0.4315,12044.3832,5.6171,0.1602,0.3383,0.7683,68.9584,16.7586,8.9805,0.0000,0.3054
0,0,0,0,0,0,97410,88700,23213,17455,36383,15664,4493,491,2565,1609,751,0,11932,8710,0,0,0,0,0,0,2596,0,7549,0,0.2617,0.3277,0.4102,12635.2939,5.1504,0.1485,0.3263,0.7379,68.1780,17.9191,8.9416,0.0000,0.3006
0,0,0,0,0,0,86415,78126,21447,13966,34311,14272,4121,419,2635,1462,689,0,11725,8289,0,0,0,0,0,0,2265,0,7175,0,0.2745,0.3441,0.4392,12513.0436,5.8892,0.1647,0.3447,0.7833,67.9684,16.1615,9.5921,0.0000,0.3058
0,0,0,0,0,0,98612,89010,23880,17153,38202,15856,4619,512,2893,1959,830,0,12966,9602,0,0,0,0,0,0,2591,0,8024,0,0.2683,0.3395,0.4292,13813.2277,5.6543,0.1609,0.3391,0.7687,70.2402,17.3944,9.7372,0.0000,0.3043
0,0,0,0,0,0,88427,78547,21652,14012,34825,14275,4269,420,2688,1297,587,0,11995,8503,0,672,0,705,0,0,2265,0,7377,0,0.2757,0.3486,0.4434,13081.1468,6.0699,0.1677,0.3490,0.7920,68.8429,15.8458,9.6158,0.0000,0.3032
0,0,0,0,0,0,100185,88743,23594,17344,38306,15424,4633,532,3005,1627,736,0,12976,9735,0,898,0,809,0,0,2593,0,8170,0,0.2659,0.3416,0.4317,14153.0021,5.7296,0.1658,0.3416,0.7733,68.8532,17.3120,9.7170,0.0000,0.2975
0,0,0,0,0,0,86979,78134,20852,14496,33450,13706,4200,440,2506,1647,673,0,11013,7239,0,921,0,685,0,0,2266,0,7146,0,0.2669,0.3336,0.4281,11984.8306,5.5183,0.1612,0.3332,0.7617,70.9914,16.6661,8.3227,0.0000,0.2968
0,0,0,0,0,0,98375,88100,23027,17908,37472,14974,4613,488,2952,1456,735,0,12186,8567,0,969,0,739,0,0,2592,0,8053,0,0.2614,0.3310,0.4253,13295.0482,5.3942,0.1640,0.3311,0.7563,66.4537,18.2038,8.7085,0.0000,0.2953
0,0,0,0,0,0,86674,77788,20519,14233,32995,13404,4218,433,2464,1236,579,0,10892,7325,0,851,0,710,0,0,2264,0,7115,0,0.2638,0.3311,0.4242,11721.0055,5.4043,0.1604,0.3334,0.7552,68.0992,16.4213,8.4512,0.0000,0.2921
0,0,0,0,0,0,98299,87794,22753,17161,35996,15188,4482,488,2595,1514,703,0,11516,8921,0,895,0,689,0,0,2588,0,7565,0,0.2592,0.3313,0.4100,12867.6801,5.2297,0.1508,0.3291,0.7413,68.2905,17.4580,9.0754,0.0000,0.2933
0,0,0,0,0,0,87092,78311,20931,13805,33484,13819,4170,443,2499,1279,547,0,11033,7223,0,882,0,676,0,0,2270,0,7112,0,0.2673,0.3334,0.4276,11974.9514,5.5172,0.1603,0.3345,0.7610,70.0438,15.8511,8.2935,0.0000,0.2941
0,0,0,0,0,0,98719,88426,23126,16996,36889,15270,4657,491,2708,1294,585,0,11945,8666,0,967,0,660,0,0,2590,0,7856,0,0.2615,0.3318,0.4172,13170.1132,5.3436,0.1556,0.3305,0.7490,68.8664,17.2165,8.7785,0.0000,0.2943
0,0,0,0,0,0,87782,78731,21251,14529,34106,14010,4232,404,2605,1253,573,0,11358,7486,0,906,0,659,0,0,2266,0,7241,0,0.2699,0.3377,0.4332,12346.4080,5.6778,0.1633,0.3380,0.7709,68.6199,16.5512,8.5279,0.0000,0.2995
0,0,0,0,0,0,99006,88622,23271,17299,37484,15244,4687,494,2846,1336,527,0,12018,8736,0,944,0,704,0,0,2590,0,8027,0,0.2626,0.3328,0.4230,13447.4811,5.4532,0.1604,0.3321,0.7558,71.7123,17.4727,8.8237,0.0000,0.2952
0,0,0,0,0,0,86489,78215,20933,13764,33193,13967,4109,420,2437,1216,509,0,10790,6811,0,817,0,646,0,0,2268,0,6966,0,0.2676,0.3302,0.4244,11723.1795,5.4165,0.1567,0.3315,0.7546,70.4928,15.9142,7.8750,0.0000,0.2952
0,0,0,0,0,0,98165,88120,23058,16880,36488,15256,4754,468,2580,1349,560,0,11535,8396,0,980,0,669,0,0,2594,0,7802,0,0.2617,0.3304,0.4141,12979.8500,5.2866,0.1524,0.3285,0.7445,70.6653,17.1955,8.5529,0.0000,0.2954
0,0,0,0,0,0,87208,78497,21572,14229,34293,14334,4301,391,2546,1252,500,0,11262,7247,0,787,0,677,0,0,2268,0,7238,0,0.2748,0.3395,0.4369,12477.3585,5.7982,0.1621,0.3392,0.7764,71.4612,16.3162,8.3100,0.0000,0.3049
0,0,0,0,0,0,99193,88844,23501,17426,37977,15266,4834,561,2840,1515,610,0,12337,8600,0,1030,0,719,0,0,2590,0,8235,0,0.2645,0.3340,0.4275,13652.7284,5.5289,0.1629,0.3334,0.7615,71.2941,17.5678,8.6700,0.0000,0.2982
0,0,0,0,0,0,87307,78294,21181,14740,33102,14197,4299,433,2252,1354,496,0,11114,7503,0,821,0,689,0,0,2268,0,6984,0,0.2705,0.3379,0.4228,12070.6972,5.5904,0.1523,0.3360,0.7607,73.1892,16.8830,8.5938,0.0000,0.3054
0,0,0,0,0,0,99750,89488,23796,17449,37819,15688,4898,505,2705,1564,506,0,12208,8576,0,934,0,752,0,0,2594,0,8108,0,0.2659,0.3339,0.4226,13644.7737,5.5027,0.1567,0.3338,0.7565,75.5556,17.4927,8.5975,0.0000,0.3009
2008,58,0,100,1,1,75154,67038,17972,12623,28184,11968,3727,346,1931,1046,390,8882,9305,6414,445,696,422,584,0,1647,27355,0,6004,0,0.2681,0.3356,0.4204,9500.8236,4.9228,0.1523,0.3268,0.7560,72.8412,16.7962,8.5345,0.0000,0.3023
2008,55,0,100,1,1,99937,88910,23160,18104,36709,15324,4740,479,2617,1485,547,11250,11782,8856,789,859,1049,684,0,1989,37727,0,7836,0,0.2605,0.3310,0.4129,12304.8681,4.7449,0.1524,0.3205,0.7439,73.0807,18.1154,8.8616,0.0000,0.2983
0,0,0,0,0,0,87032,77965,20783,15309,33370,13704,4131,388,2560,1541,542,0,10938,7694,0,725,0,648,0,0,2270,0,7079,0,0.2666,0.3355,0.4280,12084.5474,5.5897,0.1614,0.3369,0.7635,73.9798,17.5901,8.8404,0.0000,0.3000
0,0,0,0,0,0,98393,87884,22741,18282,35915,15092,4606,561,2482,1429,591,0,11481,8926,0,865,0,718,0,0,2590,0,7649,0,0.2588,0.3306,0.4087,12847.7854,5.2202,0.1499,0.3279,0.7393,70.7426,18.5806,9.0718,0.0000,0.2986
0,0,0,0,0,0,86187,77467,20131,15214,31510,13538,4016,368,2209,1505,540,0,10097,7367,0,727,0,626,0,0,2268,0,6593,0,0.2599,0.3275,0.4068,11153.5855,5.1476,0.1469,0.3269,0.7342,73.5941,17.6523,8.5477,0.0000,0.2954
0,0,0,0,0,0,97794,87886,22423,19092,35101,15051,4470,498,2404,1454,589,0,11211,8411,0,822,0,675,0,0,2592,0,7372,0,0.2551,0.3237,0.3994,12265.1210,4.9629,0.1443,0.3224,0.7231,71.1698,19.5227,8.6007,0.0000,0.2985
0,0,0,0,0,0,85944,77586,20004,15588,31644,13317,4005,411,2271,1600,619,0,10117,6986,0,738,0,634,0,0,2268,0,6687,0,0.2578,0.3226,0.4079,10981.2268,5.0394,0.1500,0.3236,0.7305,72.1046,18.1374,8.1285,0.0000,0.2938
0,0,0,0,0,0,97607,88119,22263,18900,34474,15101,4394,487,2281,1679,642,0,10691,8032,0,816,0,640,0,0,2590,0,7162,0,0.2526,0.3187,0.3912,11855.9487,4.7679,0.1386,0.3158,0.7100,72.3395,19.3634,8.2289,0.0000,0.2957
0,0,0,0,0,0,85653,77437,19780,16618,31826,13103,3808,369,2500,1501,501,0,10088,6896,0,725,0,595,0,0,2268,0,6677,0,0.2554,0.3199,0.4110,10959.7973,5.0366,0.1556,0.3202,0.7309,74.9750,19.4015,8.0511,0.0000,0.2933
0,0,0,0,0,0,97024,87814,22283,19808,35154,14838,4453,558,2434,1728,635,0,10929,7813,0,769,0,628,0,0,2592,0,7445,0,0.2538,0.3181,0.4003,12029.9472,4.8628,0.1466,0.3154,0.7184,73.1274,20.4156,8.0526,0.0000,0.2998
0,0,0,0,0,0,92282,83380,21325,18336,33716,14290,4183,348,2504,1428,513,0,10525,7534,0,698,0,670,0,0,2432,0,7035,0,0.2558,0.3203,0.4044,11628.4519,4.9649,0.1486,0.3207,0.7247,73.5703,19.8695,8.1641,0.0000,0.2978
0,0,0,0,0,0,91183,82690,20767,18374,32125,14147,4039,424,2157,1265,494,0,9730,7106,0,838,0,549,0,0,2430,0,6620,0,0.2511,0.3149,0.3885,10872.2917,4.6621,0.1374,0.3124,0.7034,71.9159,20.1507,7.7931,0.0000,0.2968
0,0,0,0,0,0,91723,83123,21033,18245,32428,14350,4132,390,2161,1394,492,0,10161,7091,0,830,0,679,0,0,2430,0,6683,0,0.2530,0.3157,0.3901,11036.0867,4.7102,0.1371,0.3149,0.7058,73.9130,19.8914,7.7309,0.0000,0.2977
0,0,0,0,0,0,90840,82491,20562,19196,31560,14073,4005,459,2025,1370,543,0,9600,6929,0,822,0,598,0,0,2430,0,6489,0,0.2493,0.3117,0.3826,10576.8789,4.5279,0.1333,0.3102,0.6943,71.6153,21.1317,7.6277,0.0000,0.2996
0,0,0,0,0,0,91162,82836,21160,18281,34146,13901,4166,459,2634,1185,533,0,10651,7047,0,826,0,453,0,0,2428,0,7259,0,0.2554,0.3185,0.4122,11581.3068,4.9902,0.1568,0.3201,0.7307,68.9756,20.0533,7.7302,0.0000,0.2970
0,0,0,0,0,0,91201,82652,20947,19165,32808,14116,4076,480,2275,1320,531,0,9996,7026,0,776,0,747,0,0,2430,0,6831,0,0.2534,0.3152,0.3969,11111.1365,4.7632,0.1435,0.3125,0.7122,71.3128,21.0140,7.7039,0.0000,0.3014
0,0,0,0,0,0,92955,84077,21634,19377,35617,14024,4235,377,2998,1165,455,0,11136,7477,0,781,0,620,0,0,2428,0,7610,0,0.2573,0.3216,0.4236,12253.0756,5.2085,0.1663,0.3231,0.7452,71.9136,20.8456,8.0437,0.0000,0.2990
0,0,0,0,0,0,93484,84046,21369,20228,34647,13993,4168,514,2694,1459,569,0,11005,7926,0,893,0,619,0,0,2461,0,7376,0,0.2543,0.3229,0.4122,12046.2238,5.0927,0.1580,0.3201,0.7352,71.9428,21.6379,8.4785,0.0000,0.3025
2017,42,14823,145,1,0,94137,84318,21854,19658,36021,14182,4213,423,3036,1223,531,11112,11563,7943,519,822,472,569,13,1964,2434,21906,7672,0,0.2592,0.3269,0.4272,11755.3563,4.8090,0.1680,0.3201,0.7541,69.7263,20.8823,8.4377,72.9753,0.3026
2017,55,3002,145,1,0,93885,83864,21522,20597,35135,13977,4254,514,2777,1364,533,10817,11240,8020,645,772,694,528,7,1730,2430,21871,7545,0,0.2566,0.3253,0.4190,11533.1687,4.7305,0.1623,0.3148,0.7443,71.9030,21.9385,8.5424,55.6379,0.3072
2018,42,2993,145,1,0,93978,84307,21854,19579,35854,14286,4136,432,3000,1417,526,11185,11627,7740,502,880,449,585,17,1884,2430,21870,7568,0,0.2592,0.3259,0.4253,11719.8509,4.8020,0.1661,0.3192,0.7512,72.9285,20.8336,8.2360,60.0856,0.3026
2018,55,2999,145,1,0,94168,84162,21491,20598,34760,14142,4178,422,2749,1341,491,10593,11046,7783,643,864,812,536,11,1743,2430,21870,7349,0,0.2554,0.3229,0.4130,11332.4552,4.6183,0.1577,0.3114,0.7359,73.1987,21.8737,8.2650,24.6538,0.3055
2019,42,2990,145,1,0,93884,84136,21727,19416,35763,14008,4326,469,2924,1487,515,11358,11798,7828,423,898,411,593,18,1821,2430,21870,7719,0,0.2582,0.3259,0.4251,11747.2482,4.8240,0.1668,0.3198,0.7509,74.2757,20.6808,8.3379,109.9178,0.3014
2019,55,3002,145,1,0,94366,83853,21722,19644,35536,14167,4197,457,2901,1308,504,11305,11775,8290,745,880,740,588,15,1848,2430,21870,7555,0,0.2590,0.3300,0.4238,11826.4211,4.8520,0.1647,0.3181,0.7538,72.1854,20.8168,8.7849,72.5080,0.3041
2020,42,2993,145,1,0,93586,84080,21838,19174,35519,14346,4162,471,2859,1668,599,11136,11598,7650,505,836,413,589,18,1835,2430,21870,7492,0,0.2597,0.3255,0.4224,11619.5794,4.7768,0.1627,0.3189,0.7480,73.5774,20.4881,8.1743,88.6791,0.3030
2020,55,3002,145,1,0,93554,83492,21027,20054,33843,13850,4125,465,2587,1400,553,10269,10754,7808,643,790,905,548,11,1763,2430,21870,7177,0,0.2518,0.3198,0.4053,10917.0780,4.4503,0.1535,0.3077,0.7251,71.6846,21.4357,8.3460,-12.6135,0.3003
2021,42,2993,145,1,0,94075,83824,21554,19322,35517,13937,4245,398,2974,1353,497,11364,11807,8249,583,965,398,624,15,1912,2430,21870,7617,0,0.2571,0.3285,0.4237,11757.2748,4.8317,0.1666,0.3213,0.7522,73.1351,20.5389,8.7685,81.6629,0.2989
2021,55,2992,145,1,0,93699,83402,21093,19691,33915,14062,3934,403,2694,1571,580,10616,11105,7940,630,863,919,556,19,1686,2430,21870,7031,0,0.2529,0.3223,0.4066,11096.8014,4.5362,0.1537,0.3103,0.7289,73.0358,21.0152,8.4739,50.9517,0.2988
2022,42,2997,145,1,0,94107,83972,21775,18991,36085,14112,4116,447,3100,1357,513,11486,11935,8331,551,890,338,562,14,2034,2430,21870,7663,0,0.2593,0.3306,0.4297,11946.6994,4.9138,0.1704,0.3238,0.7603,72.5668,20.1802,8.8527,113.3734,0.2991
